id,video,answer,choice1,choice2,choice3,choice4,category
188,https://d2drp7fo8uq4gv.cloudfront.net/2be6ba48-5d1d-4392-83ae-e01cc026d573.mp4,chicken,bird,pig,chicken,tiger,animal
189,https://d2drp7fo8uq4gv.cloudfront.net/3096cf2b-a83c-4597-b55a-288064f8c71a.mp4,cow,lion,bird,cat,cow,animal
190,https://d2drp7fo8uq4gv.cloudfront.net/a9b7176b-d814-4f3c-bb0c-ba47b2c36dc5.mp4,pig,chicken,bird,pig,tiger,animal
191,https://d2drp7fo8uq4gv.cloudfront.net/db7c73d6-2b49-4b93-bec7-d91b89f2b947.mp4,lion,bird,tiger,animal,lion,animal
192,https://d2drp7fo8uq4gv.cloudfront.net/94b8d92b-1fa0-4ee3-bc00-7868d087170f.mp4,tiger,monkey,tiger,lion,cow,animal
193,https://d2drp7fo8uq4gv.cloudfront.net/b558a1e1-0e4d-488c-96e5-4f8433986e9a.mp4,elephant,elephant,tiger,animal,bird,animal
194,https://d2drp7fo8uq4gv.cloudfront.net/b06eaee1-d25d-44ea-9cf4-13fd0a2fd058.mp4,monkey,tiger,elephant,monkey,dog,animal
195,https://d2drp7fo8uq4gv.cloudfront.net/8fbc35ef-833e-4bc0-a4f8-497818b81467.mp4,tree,rose,flower,grass,tree,plant
196,https://d2drp7fo8uq4gv.cloudfront.net/dd2df5e0-2e7b-457e-9d21-b3d349739e4f.mp4,flower,flower,grass,tree,rose,plant
197,https://d2drp7fo8uq4gv.cloudfront.net/544b9479-8c9f-40c3-8194-21fb847624a8.mp4,grass,tree,leaf,grass,flower,plant
198,https://d2drp7fo8uq4gv.cloudfront.net/9fd8d19e-48ff-42d8-8c9f-fbce96dfd6a7.mp4,rose,rose,tree,flower,grass,plant
199,https://d2drp7fo8uq4gv.cloudfront.net/bb5cfba9-6101-45d8-8e8e-2d93f210b69c.mp4,leaf,leaf,flower,tree,rose,plant
